Winery Name,State,
White Rock Vineyards,CA,
White Silo Farm & Winery,CT,
White Winter Winery,WI,
Whitman Cellars,WA,
Whitmore Wine Company,CA,
Wichita Falls Vineyards & Winery,TX,
Widgeon Hill Winery,WA,
Widmer's Wine Cellars,NY,
Wiederkehr Wine Cellars,AR,
Wiens Cellars,CA,
Wild Blossom Meadery,IL,
Wild Hog Vineyard,CA,
Wild Horse Winery,CA,
Wildhurst Vineyards,CA,
Wild Rose Vineyard,OR,
Wild Rose Vineyards,CA,
Wild Winds Winery,OR,
Wilhelm Winery,PA,
Willakenzie Estate,OR,
Willamette Valley Vineyards,OR,
William Cooper Winery,UT,
William Hill Winery,CA,
Williamsburg Winery,VA,
Williams-Selyem Winery,CA,
Willmon Vineyards / Wines Of New Mexico,NM,
Willow Creek Winery,NY,
Willow Crest Winery,OR,
Willowcroft Farm Vineyards,VA,
Willow Hill Vineyards,OH,
Willow Vineyards,MI,
Wills Creek Vineyards,AL,
Wilridge Winery,WA,
Wilson Creek Winery,CA,
Wilson Vineyards,CA,
Wilson Winery,IN,
Wilson Winery,CA,
Wimberley Valley Wines,TX,
Windemere Winery,CA,
Windgate Vineyards,PA,
Windham Winery,VA,
Windmill Winery,OK,
Wind River Cellars,WA,
Wind River Winery,IA,
Windsor Oaks Vineyards,CA,
Windsor Vineyards,CA,
Windswept Winery,KS,
Windwalker Vineyard,CA,
Windward Vineyard,CA,
Windy Gap Vineyards,NC,
Windy Hill Winery,TX,
Windy Knoll Winery,IN,
Windy Oaks Estate,CA,
Windy Point Vineyards,OR,
Wine By Joe,OR,
Wineglass Cellars,OR,
Winehaven Winery & Vineyard,MN,
"Wine Kradel, The",PA,
"Winery At Iron Gate Farm, The",NC,
"Winery At Raven's Glenn, The",OH,
Winery At Versailles,OH,
"Winery At Wilcox, The",PA,
"Winery At Wolf Creek, The",OH,
Winery Of The Little Hills,MO,
Wing Canyon Vineyard,CA,
Winghill Vineyard & Winery,IL,
Wintergreen Winery,VA,
Winterport Winery,ME,
Winzerwald Winery,IN,
Witch Creek Winery,CA,
Witness Tree Vineyard,OR,
Wm. Graystone Winery,OH,
Woffard Acres Vineyards,CA,
Wolf Creek Winery,WV,
Wolffer Estate Vineyards & Stables,NY,
Wolff Vineyards,CA,
Wolf Mountain Vineyards,GA,
Wollersheim Winery,WI,
Woodbridge Winery,CA,
Woodbury Vineyards,NY,
Woodbury Vineyards,NY,
Wooden Valley Winery,CA,
Wood Family Vineyards,CA,
Woodhall Wine Cellars,MD,
Woodinville Wine Company,WA,
Woodland Park Vineyards,OK,
Woodland Trail Winery,WI,
Woodland Vineyard,VA,
Woodrose Winery And Retreat,TX,
Woodside Vineyards,CA,
Woodstone Creek Winery & Boutique Distillery,OH,
Woods & Waters Winery,OK,
Woodward Canyon Winery,WA,
Work Vineyard,CA,
Wright Wine Works,PA,
Wyldewood Cellars Winery,KS,
Wyncroft Wines,MI,
Wyoming Wine,WY,
X Winery,CA,
Yakima Cellars,OR,
Yakima River Winery,OR,
Yamhill Valley Vineyards,OR,
Yates Cellars,NY,
Yellow Hawk Cellar,WA,closed
Yoakim Bridge Vineyards & Winery,CA,
York Mountain Winery,CA,
Yorkville Cellars,CA,
Youngberg Hill Vineyards,OR,
Young Ridge Winery,CA,
Zaca Mesa Winery,CA,
Zafarana Vineyards,MI,
Zahtila Vineyards,CA,
Zayante Vineyard,CA,
ZD Wines,CA,
Zefina Winery,WA,
Zelko,OR,
Zenaida Cellars,CA,
Zin Alley,CA,
Zingaro Vineyards,CA,
Zucca Mountain Vineyards,CA,
